"","AcoCtrl2","AcoCtrl3","AcoCtrl4","AcoDT1","AcoDT2","AcoDT3","AcoDT4","AcoCtrl1"
"Chrnb1",231,201,201,128,333,204,180,248
"Fgf11",205,188,130,115,198,130,184,215
"Tmem102",860,817,570,600,710,721,562,785
"Gm39566",23,26,20,10,20,15,12,23
"Spem2",11,8,11,5,5,5,8,5
"Spem1",2,2,1,0,0,0,0,3
"Nlgn2",1046,815,800,574,738,841,669,1107
"Tmem256",1041,995,760,875,1114,992,875,928
"Plscr3",1031,941,734,849,932,1053,886,953
"Tnk1",74,111,78,105,127,81,79,99
"Tmem95",54,83,52,55,115,84,91,115
"Kctd11",2206,2051,1618,2926,5169,3572,3358,2788
"Acap1",786,799,584,877,1371,1649,1358,853
"2810408A11Rik",278,372,223,204,284,259,282,291
"Neurl4",1970,1885,1451,1535,2216,2112,1801,2095
"Gps2",873,1039,758,658,970,878,776,1006
"Eif5a",12943,10441,8263,14593,18126,17085,13717,12591
"Ybx2",192,217,156,30,75,60,57,190
"Slc2a4",1979,1842,1761,388,1169,933,549,1898
"Cldn7",8,20,10,2,6,12,2,19
"Elp5",1984,1649,1273,1316,1592,1593,1229,1750
"Ctdnep1",1598,1728,1385,1593,1989,1744,1558,1862
"Gabarap",5744,5194,3640,4482,5975,5865,5055,5531
"Phf23",1241,1213,894,1117,1293,1337,1036,1256
"Dvl2",1311,1324,970,680,965,1110,880,1374
"Acadvl",4505,5674,4013,4041,5790,5240,4365,5391
"Dlg4",225,257,225,139,188,176,161,241
"Asgr1",2,4,3,1,9,1,3,1
"Asgr2",1,1,1,1,4,0,3,3
"Slc16a11",348,433,292,108,112,171,121,330
"Slc16a13",445,646,428,278,318,390,275,557
"Bcl6b",173,198,161,78,109,111,79,161
"0610010K14Rik",623,649,460,392,516,468,451,613
"Rnasek",899,1281,873,824,1059,1046,781,1324
"Alox12e",448,641,242,71,111,237,112,399
"Alox15",0,0,0,0,0,0,0,0
"Pelp1",1185,919,854,1198,1311,1341,1015,1269
"Arrb2",645,557,420,572,769,1081,753,628
"Med11",542,450,364,450,513,558,484,440
"Cxcl16",1408,1406,1039,1917,2193,2614,1825,1342
"Zmynd15",373,432,281,272,407,550,329,415
"Tm4sf5",6,9,6,10,8,4,18,5
"Vmo1",0,0,0,0,0,0,0,0
"Gltpd2",11,12,4,15,10,9,4,6
"Psmb6",2860,2875,2233,2903,3697,3527,2867,2843
"Gm40193",6,8,7,7,11,2,6,10
"Pld2",854,1236,868,1802,2160,1872,1515,1256
"Mink1",4510,5951,3958,6524,7876,7892,6003,5676
"Chrne",58,52,48,35,68,73,54,58
"4930544D05Rik",16,16,13,8,17,29,17,20
"Gp1ba",3,2,3,10,8,10,2,5
"Slc25a11",4583,4742,3419,2380,3794,3349,2525,4197
"Rnf167",2261,2841,1881,1866,2441,2530,1748,2583
"Pfn1",3250,3583,2827,5229,6530,6535,5961,4046
"Eno3",12431,11510,10328,2532,6699,4177,3385,11239
"Spag7",1355,1408,983,877,1271,1369,800,1365
"Camta2",1713,2429,1679,1208,1720,1759,1391,2291
"Inca1",61,97,63,44,82,65,56,97
"Kif1c",22116,24566,18620,12495,17570,15261,11445,24528
"Zfp3",450,486,349,155,273,165,163,403
"Scimp",57,106,43,74,118,93,135,59
"Rabep1",1229,1511,1064,818,1169,1093,947,1346
"Nup88",1519,1596,1233,1796,2362,1941,1776,1875
"Rpain",226,246,194,207,256,207,181,264
"C1qbp",1928,1752,1476,2355,2805,2722,2112,1864
"Dhx33",1080,1056,852,918,1189,1087,728,1077
"Derl2",1237,1364,965,1362,1649,1391,1165,1219
"Mis12",310,331,272,395,497,501,389,329
"6330403K07Rik",208,384,179,127,197,156,229,309
"Wscd1",205,196,179,241,271,251,280,193
"Aipl1",0,3,1,3,0,0,0,0
"Pimreg",146,141,92,83,99,135,80,109
"Pitpnm3",520,917,630,565,649,649,465,881
"4933427D14Rik",477,777,541,461,619,571,440,817
"Txndc17",1024,1289,921,1579,1796,1669,1421,1185
"Med31",269,284,230,250,330,292,254,319
"4930563E22Rik",29,46,23,10,24,13,18,30
"Slc13a5",44,8,10,3,9,15,15,23
"Xaf1",261,377,223,268,468,632,323,299
"Fbxo39",14,38,18,24,47,46,30,31
"Tekt1",5,3,1,3,1,0,0,4
"Smtnl2",2315,2079,1777,651,1274,810,584,1968
"Ggt6",889,1772,944,971,1103,1077,766,1283
"Mybbp1a",3190,2721,2658,4009,4706,4907,3446,3663
"Spns2",2349,2925,2198,2007,2603,2193,1922,3041
"Spns3",6,8,11,4,7,16,5,4
"Foxd3",49,35,36,20,40,24,22,39
"Alg6",397,439,359,417,514,488,396,401
"Itgb3bp",99,109,69,109,155,127,124,84
"Efcab7",202,281,186,179,175,214,147,234
"Pgm1",4789,4645,4318,1878,3910,2958,2328,4731
"Ror1",178,188,169,95,125,106,135,244
"Ube2u",1,32,22,6,1,0,13,37
"Cachd1",841,1435,956,508,613,675,575,1096
"Raver2",689,892,652,569,680,658,476,861
"Jak1",5015,7765,5131,7478,9056,8456,7505,6429
"Ak4",1271,1695,1149,1730,2111,1819,1422,1303
"Dnajc6",498,135,203,30,52,175,68,714
"Leprot",1489,2068,1399,1347,1678,1785,1389,1801
"Lepr",1057,1257,1125,289,460,411,303,1574
"Pramel17",0,0,0,0,0,0,0,0
"Pramel19",0,0,0,0,0,0,0,0
"Pramel18",0,0,0,0,0,0,0,0
"Pde4b",1071,1853,1243,1055,1998,1667,1164,1261
"Sgip1",70,93,105,55,69,63,48,106
"Tctex1d1",0,0,1,0,0,0,0,1
"Insl5",0,0,3,0,0,2,0,2
"Wdr78",146,135,96,102,148,169,88,126
"Mier1",2117,3254,2163,2369,2815,2850,2192,2899
"Slc35d1",807,1322,809,622,831,793,608,869
"4921539E11Rik",0,0,0,0,1,0,0,0
"Oma1",290,302,219,261,382,350,281,299
"Dab1",11,10,12,2,7,3,5,11
"C8b",0,0,0,0,0,0,0,0
"C8a",1,0,0,0,0,0,0,0
"Fyb2",0,0,3,5,3,1,0,1
"Prkaa2",1605,2389,1791,894,1301,1035,763,2152
"Plpp3",4515,4070,3644,2728,4472,4096,3804,5317
"Usp24",3803,4902,3907,4596,5660,5728,4319,5208
"Pcsk9",15,8,11,8,6,17,11,18
"Bsnd",1,1,4,2,3,1,2,20
"Tmem61",0,4,2,0,1,1,0,0
"Dhcr24",6817,7628,5851,7286,8924,8787,5429,9247
"Lexm",3,4,2,1,0,3,1,4
"Ttc22",770,787,477,559,664,686,378,749
"Pars2",132,150,90,135,155,150,98,115
"Ttc4",623,676,509,749,810,807,633,662
"Mroh7",14,39,15,14,26,18,16,18
"Fam151a",2,1,2,1,1,0,1,2
"Acot11",634,644,498,423,490,540,398,670
"Ssbp3",1884,2287,1625,1219,1437,1560,1170,2276
"Mrpl37",1104,993,789,1163,1389,1329,1130,1096
"Cyb5rl",107,140,111,61,93,79,86,117
"Cdcp2",2,0,2,0,2,0,1,0
"Tceanc2",178,156,94,127,178,146,111,179
"Tmem59",4912,5803,4007,3195,4175,3983,3556,5408
"Ldlrad1",5,8,6,3,6,13,4,7
"Lrrc42",610,546,372,393,464,512,387,575
"Hspb11",98,96,69,53,84,72,82,131
"Dio1",2,1,0,0,0,2,0,3
"Yipf1",547,549,405,588,716,661,537,693
"Ndc1",541,558,410,931,1013,1045,687,565
"Glis1",20,4,1,0,6,6,8,21
"Dmrtb1",0,0,0,0,0,0,0,0
"Lrp8",460,357,284,303,342,431,205,445
"Magoh",422,473,373,679,716,662,609,438
"Czib",503,499,377,409,557,548,434,492
"Cpt2",1437,1458,1129,1591,1862,1703,1563,1726
"Slc1a7",18,20,21,23,35,20,20,30
"Podn",1905,1978,1878,1096,1741,2035,1730,2437
"Scp2",4991,6333,4505,4356,5706,4863,4206,5390
"Echdc2",417,490,274,519,704,635,431,354
"Zyg11a",4,12,11,8,13,10,9,8
"Zyg11b",2152,3201,2314,1940,2586,2090,1641,2741
"Coa7",412,507,374,456,577,461,317,488
"Shisal2a",4,0,0,0,0,0,0,4
"Gpx7",207,180,128,112,165,178,167,160
"Tut4",1016,1277,927,885,1188,1405,912,1303
"Prpf38a",484,558,438,674,820,818,583,619
"Orc1",104,121,89,313,344,308,272,108
"Cc2d1b",1580,1757,1322,1562,1839,1742,1377,1796
"Zfyve9",2111,3344,2297,1476,1962,1731,1388,3056
"Btf3l4",901,1287,806,747,902,958,729,1076
"Txndc12",569,544,414,461,646,581,542,592
"Kti12",673,550,464,561,665,716,555,600
"Rab3b",24,24,22,8,6,11,11,22
"Nrd1",7528,10088,7267,4459,6185,5532,4087,9668
"Osbpl9",1989,2673,1926,2675,3185,3104,2747,2774
"Calr4",47,11,15,27,34,28,33,51
"Eps15",5475,6099,4583,4728,5808,5674,4702,6647
"Ttc39a",541,894,649,1882,2184,1827,1441,861
"Rnf11",4053,5081,3533,3370,4590,3903,3148,4771
"4930522H14Rik",25,19,19,13,24,19,12,42
"Cdkn2c",1217,1380,925,953,1187,1154,996,1254
"Faf1",2337,2247,1663,1977,2668,2460,1921,2580
"Dmrta2",5,2,1,1,1,4,0,0
"Elavl4",7,11,17,15,13,9,24,12
"Agbl4",2,0,4,0,0,0,0,4
"Bend5",27,27,22,5,9,11,14,40
"Spata6",176,194,140,115,136,179,89,175
"Slc5a9",330,1258,729,399,526,334,383,971
"Skint7",161,157,101,23,34,22,11,123
"Skint8",0,0,0,0,0,0,0,1
"Skint1",291,413,221,51,62,75,43,246
"Skint10",168,256,138,25,39,91,22,225
"Skint11",2,7,3,1,0,0,1,7
"Skint9",0,6,0,0,0,0,0,1
"Trabd2b",458,638,468,278,385,377,342,710
"Foxd2",50,43,34,10,13,23,15,40
"Foxe3",1,0,0,0,0,0,0,0
"Pramel23",1,0,0,0,0,0,0,0
"Cmpk1",2563,3377,2478,2873,3436,3030,2491,3067
"Stil",121,134,106,319,328,342,245,162
"Tal1",169,266,189,216,290,196,198,200
"Pdzk1ip1",1313,1845,1423,1868,2315,1817,1512,1599
"Cyp4x1",0,1,3,0,1,0,1,1
"Cyp4a12a",0,0,0,0,0,0,0,0
"Cyp4a12b",0,0,0,0,0,0,0,0
"Cyp4a30b",0,0,0,0,0,0,0,0
"Cyp4a14",2,2,3,1,1,1,1,0
"Cyp4a32",12,19,10,20,16,26,20,19
"Cyp4a10",0,0,0,0,0,0,0,0
"Cyp4a31",0,0,0,1,0,5,0,1
"Cyp4b1",1708,2915,1923,2851,3583,2494,3298,2473
"Efcab14",3901,5063,3527,3663,4734,4507,3443,4681
"Tex38",6,21,13,9,15,18,16,15
"Atpaf1",461,563,416,437,555,532,405,484
"Mob3c",276,331,239,245,316,395,285,303
"Mknk1",673,677,462,576,752,778,657,735
"Kncn",5,0,2,5,1,2,1,3
"6430628N08Rik",37,41,20,20,18,28,20,26
"Dmbx1",0,3,0,0,1,0,0,0
"Faah",1463,2164,1456,1531,1927,1634,1738,1711
"Nsun4",475,547,386,508,583,642,503,499
"Uqcrh",1208,1574,1055,1202,1702,1401,1352,1409
"Lrrc41",1162,1268,916,1155,1386,1347,1140,1350
"Rad54l",199,202,134,274,316,342,257,215
"Lurap1",53,53,43,19,30,38,23,45
"Pomgnt1",2006,2084,1557,1444,1817,1668,1351,2041
"Tspan1",12,20,14,6,7,14,5,16
"1700042G07Rik",0,1,0,0,0,0,0,0
"Pik3r3",1141,1275,903,770,968,918,647,1280
"Mast2",2739,2885,2455,2714,3822,3359,2559,3112
"Ipp",599,677,502,483,565,539,490,647
"Tmem69",547,559,383,441,623,556,378,528
"Gpbp1l1",2689,3768,2381,2293,2912,2844,2076,3403
"Ccdc17",173,198,167,82,113,98,108,207
"Nasp",664,641,534,1183,1409,1250,896,694
"Akr1a1",4588,5043,3672,3199,4394,4111,3295,4613
"Prdx1",5838,7309,5292,6276,7460,6503,6367,6886
"Mmachc",456,454,415,442,506,479,358,473
"Ccdc163",59,84,52,44,52,47,52,72
"Tesk2",184,242,163,206,293,268,270,193
"Toe1",360,344,282,289,371,380,303,394
"Mutyh",125,145,100,109,123,125,96,136
"Hpdl",66,59,50,56,73,55,62,50
"Zswim5",43,46,48,19,23,26,24,46
"Urod",870,835,673,741,937,844,789,820
"Hectd3",1756,1796,1229,1649,1974,1948,1606,1788
"Eif2b3",765,481,441,355,483,546,337,861
"Ptch2",405,228,228,91,141,198,98,431
"Btbd19",163,148,101,153,233,227,169,180
"Tctex1d4",26,23,11,40,46,47,46,25
"Plk3",2166,1961,1550,2174,3440,2514,2598,2713
"Rps8",12647,16038,10222,9750,12591,11304,9549,13464
"Kif2c",188,115,112,407,433,476,325,171
"Armh1",4,0,1,1,1,3,0,1
"Tmem53",267,301,253,165,212,197,175,274
"Rnf220",2059,2282,1580,1516,1935,1928,1372,2115
"Eri3",1251,1133,913,745,1016,988,744,1099
"Dmap1",513,587,365,363,449,488,473,531
"Klf17",0,1,0,0,0,0,0,1
"Slc6a9",586,883,606,554,666,677,499,802
"Ccdc24",24,8,10,36,31,25,22,15
"B4galt2",237,157,169,310,398,368,301,237
"Atp6v0b",1866,2436,1740,2622,3516,2977,2685,2298
"Dph2",408,369,299,469,551,556,418,398
"Ipo13",2913,3095,2707,1522,2687,2481,1652,3132
"Artn",27,31,28,21,39,48,24,31
"St3gal3",317,302,229,93,183,133,115,283
"Kdm4a",1740,2058,1457,1477,1832,1777,1421,2166
"Ptprf",22769,29533,21049,24085,26130,24856,19175,30026
"Szt2",953,1303,873,899,995,1056,805,1316
"Med8",599,760,547,879,954,983,774,775
"Elovl1",4804,7621,5276,4241,5649,4983,3405,6984
"Cdc20",481,424,313,1326,1324,1336,931,477
"Mpl",19,38,25,3,10,17,19,41
"Tie1",606,608,559,543,646,629,496,584
"2610528J11Rik",293,457,273,330,382,361,273,333
"Tmem125",289,363,229,298,370,282,242,316
"Cfap57",36,59,49,15,18,19,10,55
"Ebna1bp2",709,658,502,1003,1243,1165,893,695
"Olfr62",0,0,0,0,0,0,0,0
"Olfr1342",0,0,0,0,0,0,0,0
"Olfr1341",0,0,0,0,0,0,0,0
"Olfr1340",0,0,0,0,0,0,0,0
"Olfr1339",0,0,0,0,0,0,0,0
"Olfr1338",0,0,0,0,0,0,0,1
"Olfr1329",0,0,0,0,0,0,0,0
"Olfr1337",0,0,0,0,0,0,0,0
"Olfr1335",0,0,0,0,0,0,0,0
"Olfr1328",0,0,0,0,0,0,0,0
"Olfr1330",0,0,0,0,0,0,0,0
"Olfr1333",0,0,0,0,0,1,0,0
"Lao1",20,11,13,6,17,33,26,58
"Slc2a1",4656,4294,2561,10613,12873,9563,10668,4494
"Zfp691",169,199,141,109,137,162,143,174
"Ermap",3,1,0,0,3,0,1,0
"Svbp",312,335,238,248,309,298,272,348
"Tmem269",30,30,23,14,20,17,15,38
"AU022252",259,307,224,233,307,248,187,301
"P3h1",454,413,332,400,458,434,429,418
"Cldn19",85,72,96,44,60,69,44,77
"Ybx1",7201,7983,5884,7953,9851,8871,7047,7353
"Ppih",118,135,97,152,186,164,107,108
"Ccdc30",22,25,12,6,11,16,10,32
"Ppcs",586,458,365,476,525,563,377,490
"Zmynd12",8,13,10,6,17,8,10,17
"Rimkla",26,23,25,13,15,19,15,34
"Foxj3",1514,2025,1563,1297,1694,1658,1284,1946
"Guca2a",0,2,3,0,2,2,0,0
"Guca2b",1,9,4,2,1,2,3,2
"Hivep3",320,500,323,256,307,375,327,589
"Edn2",57,17,29,17,9,23,11,69
"Foxo6",232,261,166,50,82,86,47,241
"Scmh1",587,884,621,619,745,728,703,766
"Slfnl1",29,50,33,22,31,24,25,34
"Ctps",1860,1253,1220,1196,1426,1607,1142,1791
"Gm8439",0,0,1,0,0,0,0,0
"Cited4",1594,506,481,141,216,421,176,1225
"Kcnq4",112,140,112,44,87,42,56,155
"Nfyc",1489,2082,1331,1781,2173,2007,1626,1920
"Rims3",225,374,181,105,141,131,221,274
"Exo5",143,212,147,113,122,144,121,172
"Zfp69",140,133,122,121,161,148,129,154
"Smap2",1787,1656,1180,2907,3550,3539,2747,1915
"Col9a2",27,25,29,18,22,30,31,16
"Zmpste24",1792,2113,1476,2480,2882,2594,1957,2035
"Tmco2",1,3,1,1,2,5,0,2
"Rlf",1478,2054,1484,1760,1991,1989,1621,2050
"Ppt1",2090,2293,1748,2294,3108,3049,2023,2289
"Cap1",4523,5851,4194,7996,9852,9737,8607,6095
"Mfsd2a",1685,2769,1580,1456,1852,1643,1269,1994
"Mycl",2174,2157,1233,772,931,790,514,1812
"Trit1",226,281,170,199,240,209,166,248
"Bmp8b",5,8,10,4,4,8,12,5
"Oxct2b",3,5,1,1,1,0,2,6
"Ppie",268,302,239,400,474,460,326,289
"Hpcal4",0,0,3,0,0,3,2,8
"Nt5c1a",33,37,19,14,29,20,44,29
"Heyl",203,217,191,107,156,147,101,285
"Pabpc4",2286,2071,1832,1719,2334,2315,1763,2530
"Bmp8a",115,41,36,11,4,43,19,128
"Oxct2a",9,3,2,1,3,5,3,14
"Macf1",13347,18766,14963,15283,16389,18496,14075,22049
"D830031N03Rik",883,1171,821,478,618,603,434,1163
"Ndufs5",424,391,295,308,385,354,349,444
"Akirin1",2242,1933,1532,1905,2451,2640,1792,2366
"Rhbdl2",411,557,334,325,361,260,221,465
"Gm31309",9,7,5,5,3,2,7,13
"Mycbp",515,600,364,507,638,556,408,544
"Rragc",2686,3273,2369,2484,3093,2818,2270,2916
"Pou3f1",4481,5515,2999,2790,3952,3135,1793,3650
"Utp11",796,789,556,671,853,784,598,762
"Fhl3",1463,1675,1239,713,1136,1015,909,1489
"Sf3a3",999,955,776,1389,1643,1649,1243,1031
"Inpp5b",920,1234,913,960,1245,1149,920,1165
"Mtf1",1547,1922,1433,2129,2666,2454,2101,1847
"1110065P20Rik",321,277,214,173,246,243,249,273
"Yrdc",706,669,450,840,937,854,684,656
"Maneal",151,202,127,57,107,93,68,180
"Epha10",3,5,5,5,7,3,6,3
"Cdca8",233,239,204,589,578,559,434,272
"9930104L06Rik",103,128,104,95,129,88,81,125
"Rspo1",92,179,133,117,226,181,191,140
"Gnl2",775,884,665,869,1039,1051,760,989
"Dnali1",10,7,11,3,11,7,15,7
"Snip1",714,788,630,740,868,862,680,684
"Meaf6",361,477,340,415,481,499,383,486
"Zc3h12a",1160,1693,1470,852,1393,1588,884,1295
"Grik3",43,45,39,17,30,32,30,69
"Csf3r",128,263,197,851,1191,1111,1142,197
"Mrps15",363,339,304,380,468,489,383,398
"Oscp1",103,130,101,65,93,111,86,158
"Lsm10",136,115,74,115,151,150,126,125
"Stk40",2572,3065,2506,1924,2697,2620,2074,2685
"Eva1b",335,267,245,232,287,309,332,309
"Sh3d21",177,217,245,133,209,194,211,359
"Thrap3",4292,5164,4041,5410,6459,6452,4679,5737
"Map7d1",5626,5283,4564,5735,7904,7183,5652,5728
"Trappc3",1261,1550,1072,1305,1640,1553,1373,1409
"Col8a2",675,759,488,231,260,310,270,748
"Adprhl2",872,830,673,757,852,793,647,798
"Tekt2",72,92,39,33,43,36,16,47
"Ago3",276,445,333,304,331,334,300,452
"Ago1",1402,2013,1403,1718,1822,1912,1430,1914
"Ago4",2195,4142,2647,1824,2358,2231,1683,3169
"Clspn",154,156,126,522,527,518,379,176
"5730409E04Rik",274,335,232,208,243,278,200,293
"Psmb2",1800,2265,1535,2380,3229,2839,2316,2229
"Tfap2e",196,323,173,170,214,151,117,264
"Ncdn",1566,1601,1314,1298,1648,1530,1217,1619
"AU040320",1005,1280,966,722,1073,938,789,1207
"Zmym4",1115,1409,1004,971,1212,1177,830,1406
"Sfpq",4931,5003,4286,5867,6840,6929,5757,5639
"Zmym1",26,41,27,50,44,41,40,29
"Zmym6",360,461,315,350,416,405,283,431
"Tmem35b",36,45,22,36,46,39,34,47
"Dlgap3",12,14,20,1,10,7,8,24
"Smim12",585,572,449,415,561,566,460,547
"Gm12816",4,9,3,2,6,5,8,8
"Gja4",236,200,189,207,249,236,193,255
"Gjb3",2457,3489,2068,1742,1830,1912,1286,3171
"Gjb4",4688,5179,3270,3084,3448,3666,2865,5687
"Gjb5",1275,1257,831,281,399,486,245,1392
"CK137956",0,0,0,0,0,0,0,0
"Csmd2",4,11,6,0,2,3,3,8
"Hmgb4",0,0,0,0,0,0,0,0
"Zscan20",431,475,372,324,450,452,408,606
"Tlr12",66,44,59,30,60,102,34,93
"Phc2",2203,2412,1611,2540,2940,2677,2656,2349
"A3galt2",429,524,449,765,799,783,864,620
"Zfp362",788,1202,703,598,843,793,616,1087
"Trim62",941,1379,858,1026,1292,1102,717,1301
"Azin2",186,135,72,55,86,75,74,103
"Ak2",3816,4246,3031,4445,5456,5132,3913,4232
"Rnf19b",2444,2263,1626,3305,4532,4082,3888,2353
"Tmem54",2683,2577,1850,1461,1928,1802,1183,2622
"Hpca",0,3,3,2,1,2,2,8
"Fndc5",794,898,1050,297,652,290,341,1412
"S100pbp",603,689,571,555,690,718,564,734
"Yars",1377,796,829,1290,1563,1573,1179,1302
"C77080",3543,6276,4058,4352,4443,4167,3218,5320
"Sync",481,430,386,175,370,253,178,429
"Rbbp4",4278,4053,3259,4271,5114,5074,3810,4038
"Zbtb8os",145,177,79,119,189,143,90,117
"Zbtb8a",91,74,62,63,85,63,60,111
"Zbtb8b",23,5,12,7,14,13,12,28
"Bsdc1",2124,2502,1659,1652,2288,2010,1692,2310
"Tssk3",2,7,6,4,5,8,7,5
"Fam229a",3,0,0,0,1,2,1,1
"Marcksl1",1708,607,720,705,702,1205,852,1742
"Hdac1",1993,2196,1727,2850,3382,3194,2727,2592
"Lck",153,265,149,238,446,656,401,182
"Fam167b",97,50,51,59,56,71,81,72
"Eif3i",2933,3263,2418,3366,4036,4016,3010,3567
"Tmem234",127,160,129,110,129,112,105,131
"Dcdc2b",5,9,7,2,2,5,7,11
"Iqcc",87,91,80,66,73,58,62,110
"Ccdc28b",144,127,85,57,114,79,101,151
"Txlna",1860,2266,1594,1796,2177,2042,1638,2072
"Kpna6",3879,4232,3569,4021,4792,4403,3393,4734
"Tmem39b",222,272,192,225,266,260,193,296
"Khdrbs1",3703,3781,2956,4113,4807,4930,3796,3674
"Ptp4a2",10578,11556,9171,9237,12372,11670,8469,11172
"Spocd1",12,13,35,4,16,18,14,32
"Adgrb2",233,169,241,73,109,127,138,313
"Col16a1",3244,2746,2532,2994,3927,4224,4689,3703
"Pef1",1587,1802,1238,1489,1925,1695,1552,1780
"Hcrtr1",2,1,1,1,5,2,5,2
"Tinagl1",1138,915,837,1146,1455,1275,1529,972
"Ldc1",0,0,0,1,1,3,1,0
"Serinc2",1187,925,831,743,928,1024,766,1368
"Fabp3",892,998,742,315,726,673,317,866
"Zcchc17",935,1106,838,928,1218,1153,854,1109
"Snrnp40",581,529,404,733,944,837,648,577
"Nkain1",265,209,199,600,618,595,476,274
"Pum1",3107,4112,2973,3081,3691,3927,2968,4181
"Sdc3",1076,983,1018,515,849,780,645,1241
"Laptm5",922,1389,978,2162,2731,3416,2645,1107
"Matn1",0,0,2,0,0,0,1,0
"Ptpru",270,286,221,114,179,197,161,310
"Mecr",304,361,295,281,359,343,287,324
"Srsf4",1040,1262,862,962,1174,1133,929,1197
"Tmem200b",324,231,244,154,237,214,181,308
"Epb41",2433,3030,2343,2110,2807,2940,2298,3047
"Oprd1",8,11,1,4,6,7,8,6
"Ythdf2",2093,2411,1893,2452,2794,2807,2103,2519
"Gmeb1",752,843,641,673,839,926,646,935
"Taf12",503,507,397,517,748,667,501,536
"Rab42",23,22,11,23,22,15,29,25
"Trnau1ap",363,352,297,389,497,393,362,369
"Rcc1",945,937,686,1285,1306,1243,966,919
"Phactr4",1260,1782,1232,1780,2199,1957,1530,2035
"Med18",313,323,239,349,360,346,309,378
"Sesn2",1215,1278,901,1396,1933,1605,1549,1395
"Atpif1",297,242,161,192,285,263,253,255
"Dnajc8",1411,1570,1282,1418,1919,1837,1414,1742
"Ptafr",329,429,268,444,586,657,489,341
"Eya3",1325,1513,1121,1838,2183,2092,1676,1675
"Xkr8",260,288,232,210,298,374,292,272
"Smpdl3b",420,390,300,339,454,440,347,483
"Rpa2",308,291,263,462,602,507,424,303
"Themis2",609,711,518,735,948,1311,968,625
"Ppp1r8",686,828,609,907,1109,1036,809,819
"Stx12",2874,3997,2589,3240,4022,3254,2930,3490
"Fam76a",1183,1696,1090,995,1375,1180,996,1527
"Fgr",260,386,259,410,565,1128,497,320
"Ahdc1",1994,2410,1853,1629,2005,1963,1675,2513
"Wasf2",4453,6214,4283,5076,5870,5600,4676,5912
"Gpr3",22,21,2,12,23,11,10,11
"Cd164l2",31,25,20,25,30,20,19,45
"Map3k6",2456,1976,1688,1922,2483,2611,1861,2786
"Sytl1",3488,3893,2763,3183,3673,3432,2725,3619
"Tmem222",852,918,675,724,937,866,712,828
"Wdtc1",4507,3813,2563,1920,2678,2765,2124,4440
"Slc9a1",1294,1515,1093,1716,2145,2089,1712,1695
"Tent5b",3568,1498,1461,2537,3192,3115,2314,3881
"Trnp1",352,303,233,108,211,210,146,303
"Gm42323",6,6,5,5,6,8,3,5
"Kdf1",473,485,386,526,542,541,461,570
"Nudc",978,853,790,1022,1283,1194,1042,1023
"Nr0b2",0,1,1,2,0,0,0,2
"Gpatch3",271,203,164,158,237,187,157,244
"Gpn2",921,844,557,860,977,925,764,860
"Sfn",31359,14056,13915,37485,41850,42595,29722,32343
"Zdhhc18",1203,1283,1021,1512,1957,2359,1709,1356
"Pigv",770,862,617,540,677,645,559,764
"Arid1a",3787,4991,3776,4421,4842,5395,4294,5317
"Gm34296",0,5,6,0,4,4,3,7
"Rps6ka1",1207,1220,1070,1878,2387,2931,1974,1487
"Hmgn2",3417,3262,2563,3764,4081,4153,2886,3461
"Dhdds",795,795,715,726,996,972,726,933
"Lin28a",6,5,4,14,17,68,13,5
"Crybg2",2835,1977,1881,1373,1803,1997,1399,4237
"Cd52",48,98,66,60,188,255,132,78
"Ubxn11",51,45,34,28,51,41,31,50
"Sh3bgrl3",2144,2585,1702,4180,5045,4093,4221,3116
"Cep85",410,475,462,412,506,463,364,543
"Zpld2",0,0,0,0,0,0,2,1
"Catsper4",3,2,3,0,1,1,1,2
"Cnksr1",1340,1198,971,750,1242,837,921,1321
"Zfp593",345,294,233,334,402,385,352,287
"Gm30191",0,0,0,2,0,0,0,1
"Grrp1",82,107,73,55,63,76,64,92
"Pdik1l",694,947,636,610,752,748,504,740
"Trim63",691,687,619,210,561,392,389,632
"Slc30a2",33,41,20,13,40,24,25,32
"Extl1",1380,2177,1172,490,755,652,505,1304
"Pafah2",1126,1798,1240,915,1108,982,930,1504
"Stmn1",4021,1939,1758,2215,2357,2554,1903,3283
"Paqr7",1121,1472,1193,594,656,733,629,1168
"Aunip",36,41,44,61,60,78,50,44
"Mtfr1l",1467,1668,1251,899,1332,1287,1052,1448
"Selenon",1065,891,740,776,959,947,908,1076
"Man1c1",2077,1726,1482,1799,2346,2519,2564,1800
"Ldlrap1",708,883,569,922,1043,1059,881,815
"Maco1",1682,1958,1520,1338,1780,1732,1385,1965
"Rhd",68,65,61,3,10,8,3,81
"Tmem50a",1387,1485,1036,1206,1633,1533,1260,1418
"Rsrp1",3072,4996,2875,2018,3389,2811,3049,3617
"Syf2",413,460,316,304,371,397,285,406
"Runx3",347,585,386,417,543,563,446,407
"Clic4",8215,8284,7003,7678,10018,8544,9096,10022
"Srrm1",2274,2797,2198,2495,3010,2981,2233,3132
"Ncmap",132,79,80,49,74,78,48,100
"Rcan3",469,577,348,462,554,453,358,466
"Nipal3",357,469,296,264,311,382,251,480
"Stpg1",13,19,6,2,3,5,5,19
"Grhl3",1145,1794,1143,2160,2668,2924,1751,1658
"Ifnlr1",255,359,255,233,310,278,228,392
"Il22ra1",3419,5292,3429,2430,3152,2938,1718,4674
